threshold,far,frr,acc,tpr,tnr,ppv,npv,f1_score
0.67,0.0,0.8500979751796212,0.5661666666666667,0.14990202482037884,1.0,1.0,0.530229200505324,0.2607213859698949
0.68,0.0,0.8563030698889614,0.563,0.14369693011103854,1.0,1.0,0.5284172661870503,0.2512849800114221
0.71,0.0,0.8847158719790986,0.5485,0.11528412802090138,1.0,1.0,0.5202762528776341,0.2067349926793558
0.78,0.0,0.9229261920313521,0.529,0.07707380796864795,1.0,1.0,0.5097154753643304,0.14311704063068528
0.77,0.0,0.9180274330502939,0.5315,0.08197256694970607,1.0,1.0,0.5110453991998608,0.15152429821913674
0.73,0.0,0.8941868060091444,0.5436666666666666,0.10581319399085565,1.0,1.0,0.5176180408738549,0.1913762551683402
0.76,0.0,0.910842586544742,0.5351666666666667,0.089157413455258,1.0,1.0,0.5130085559629823,0.16371814092953524
0.74,0.0,0.8997387328543436,0.5408333333333334,0.10026126714565643,1.0,1.0,0.5160723695766731,0.18224992579400415
0.75,0.0,0.9052906596995428,0.538,0.09470934030045722,1.0,1.0,0.5145359019264448,0.17303102625298328
0.81,0.0,0.9356629653821033,0.5225,0.0643370346178968,1.0,1.0,0.5062898500775461,0.12089598036207426
0.8,0.0,0.9314173742651861,0.5246666666666666,0.06858262573481384,1.0,1.0,0.507426597582038,0.12836185819070903
