threshold,far,frr,acc,tpr,tnr,ppv,npv,f1_score
0.37,0.0,0.4996734160679295,0.745,0.5003265839320705,1.0,1.0,0.6575649059982095,0.6669569003047453
0.44,0.0,0.5953625081645983,0.6961666666666667,0.4046374918354017,1.0,1.0,0.6170972484772107,0.5761450825389445
0.42,0.0,0.5649902024820379,0.7116666666666667,0.4350097975179621,1.0,1.0,0.6293916023993145,0.6062812926718252
0.5,0.0,0.6809274983670803,0.6525,0.31907250163291967,1.0,1.0,0.584909416683257,0.48378311463233475
0.55,0.0,0.7465708687132593,0.619,0.2534291312867407,1.0,1.0,0.5624042879019908,0.4043772798332465
0.52,0.0,0.7077073807968648,0.6388333333333334,0.2922926192031352,1.0,1.0,0.5755142017629775,0.4523629011877685
0.54,0.0,0.7344872632266493,0.6251666666666666,0.26551273677335074,1.0,1.0,0.5664160401002506,0.41961290322580647
0.47,0.0,0.6381450032658393,0.6743333333333333,0.36185499673416066,1.0,1.0,0.6005723630417007,0.5314148681055155
0.53,0.0,0.7217504898758981,0.6316666666666667,0.2782495101241019,1.0,1.0,0.5707070707070707,0.43536024527337763
0.56,0.0,0.7544088830829523,0.615,0.24559111691704769,1.0,1.0,0.5598323170731707,0.39433665443104354
0.51,0.0,0.6946440235140431,0.6455,0.3053559764859569,1.0,1.0,0.5800592300098717,0.4678508881661246
0.62,0.0,0.806009144350098,0.5886666666666667,0.19399085564990204,1.0,1.0,0.5434702182759896,0.32494529540481404
0.58,0.0,0.7730241672109732,0.6055,0.22697583278902678,1.0,1.0,0.5538171536286522,0.3699760447165291
0.6,0.0,0.786740692357936,0.5985,0.21325930764206402,1.0,1.0,0.5494669908359828,0.3515477792732167
0.64,0.0,0.8256041802743305,0.5786666666666667,0.1743958197256695,1.0,1.0,0.5375045737285035,0.2969966629588432
0.61,0.0,0.8001306335728282,0.5916666666666667,0.1998693664271718,1.0,1.0,0.5452858203414996,0.3331518780620577
0.63,0.0,0.8145003265839321,0.5843333333333334,0.18549967341606793,1.0,1.0,0.5408689248895434,0.3129476584022039
0.59,0.0,0.7798824297844547,0.602,0.2201175702155454,1.0,1.0,0.5516334960570785,0.360813704496788
0.57,0.0,0.7625734813847159,0.6108333333333333,0.23742651861528413,1.0,1.0,0.5571780769960174,0.38374241224597516
0.66,0.0,0.8435662965382104,0.5695,0.15643370346178967,1.0,1.0,0.5321499728310088,0.27054504377294547
0.69,0.0,0.8664271717831483,0.5578333333333333,0.13357282821685174,1.0,1.0,0.5254873904489358,0.23566695476807836
0.65,0.0,0.8363814500326584,0.5731666666666667,0.1636185499673416,1.0,1.0,0.5342789598108747,0.28122368790345215
0.7,0.0,0.8745917700849118,0.5536666666666666,0.12540822991508818,1.0,1.0,0.5231481481481481,0.2228670922809054
0.72,0.0,0.8902677988242979,0.5456666666666666,0.10973220117570215,1.0,1.0,0.5187146892655368,0.1977633902295468
0.67,0.0,0.8504245591116917,0.566,0.1495754408883083,1.0,1.0,0.5301335258029592,0.2602272727272727
0.68,0.0,0.8563030698889614,0.563,0.14369693011103854,1.0,1.0,0.5284172661870503,0.2512849800114221
0.71,0.0,0.8824297844546048,0.5496666666666666,0.11757021554539517,1.0,1.0,0.5209219858156028,0.21040327293980127
0.78,0.0,0.9229261920313521,0.529,0.07707380796864795,1.0,1.0,0.5097154753643304,0.14311704063068528
0.77,0.0,0.9177008491182234,0.5316666666666666,0.08229915088177661,1.0,1.0,0.511134307585247,0.15208207604103802
0.73,0.0,0.8954931417374266,0.543,0.10450685826257348,1.0,1.0,0.5172535211267606,0.18923713778829096
0.76,0.0,0.9118223383409536,0.5346666666666666,0.08817766165904638,1.0,1.0,0.5127399650959861,0.16206482593037216
0.74,0.0,0.8990855649902025,0.5411666666666667,0.10091443500979752,1.0,1.0,0.5162537339659111,0.18332838920201722
0.75,0.0,0.9065969954278249,0.5373333333333333,0.09340300457217506,1.0,1.0,0.5141757087854393,0.1708482676224612
0.81,0.0,0.9359895493141738,0.5223333333333333,0.06401045068582625,1.0,1.0,0.5062026188835286,0.12031921424186616
0.8,0.0,0.9323971260613978,0.5241666666666667,0.06760287393860222,1.0,1.0,0.507163818401519,0.12664423371061484
